income,age,loan_amount,credit_score,employment_years,debt_ratio,num_accounts,employment_type,target
53486.04,57,16600.04,721,7.9,0.2654,1,full_time,0
53453.89,65,1000.0,845,23.0,0.3496,5,full_time,0
57038.55,29,12275.95,682,8.4,0.2356,3,full_time,1
48730.57,51,20231.58,658,6.5,0.0742,3,full_time,1
51139.76,34,13103.81,586,0.5,0.3364,3,full_time,0
59205.87,54,20720.05,766,7.0,0.3342,4,full_time,0
68849.09,40,8199.81,618,0.1,0.4724,6,full_time,0
53911.46,27,4552.14,672,0.0,0.2562,3,full_time,0
51807.02,36,14428.44,581,7.1,0.4365,1,self_employed,0
61847.08,45,15252.53,804,0.2,0.3469,3,full_time,1
21581.68,57,12212.93,772,1.6,0.1398,5,full_time,1
69540.7,22,24818.33,677,9.6,0.0811,1,part_time,1
59988.74,64,8198.34,587,0.2,0.181,4,full_time,1
60793.87,50,17505.32,802,0.7,0.0886,4,full_time,0
79214.69,60,15543.76,650,3.9,0.2592,4,full_time,0
20943.69,62,2546.27,591,20.3,0.2992,1,full_time,1
20523.32,28,4447.76,539,5.7,0.2065,3,full_time,1
65476.08,26,15095.29,628,14.7,0.6526,3,full_time,0
59857.66,56,30849.6,563,14.3,0.0929,2,full_time,1
63403.54,30,19634.16,630,25.0,0.2743,3,full_time,1
50757.46,28,1194.92,739,9.9,0.3461,7,full_time,0
73287.07,42,1000.0,649,6.0,0.0952,3,part_time,1
78652.78,62,20864.43,708,0.8,0.5204,2,full_time,0
69679.65,57,14230.29,622,6.2,0.6906,1,full_time,1
54783.43,44,24130.13,685,4.1,0.3994,5,full_time,0
17846.21,30,7954.26,833,4.4,0.0678,4,part_time,1
75384.72,36,17801.7,652,4.2,0.366,3,full_time,1
84434.57,52,21769.39,710,8.4,0.2516,4,part_time,0
72891.17,28,11420.29,554,10.4,0.2879,2,full_time,0
42407.15,45,11591.32,801,0.1,0.7079,1,self_employed,0
73475.89,22,15202.1,641,2.3,0.226,2,full_time,1
77210.59,36,19341.41,764,4.8,0.4344,2,part_time,0
91176.32,32,14885.33,670,8.3,0.0701,2,full_time,1
42477.8,51,22791.97,728,4.7,0.3723,1,full_time,0
55470.91,62,11304.52,733,17.2,0.0619,2,part_time,0
74945.44,28,4372.84,643,6.6,0.2107,3,self_employed,1
61148.2,57,30815.8,767,1.4,0.4377,2,part_time,1
37653.45,50,10162.93,619,7.9,0.4377,0,full_time,0
68292.33,64,10452.46,742,5.2,0.1556,2,full_time,0
71573.23,62,14473.57,648,2.8,0.2977,4,full_time,0
61759.26,26,15537.45,707,0.7,0.3572,4,full_time,1
64391.7,54,11906.53,643,0.5,0.4442,2,full_time,0
54825.88,48,14860.53,683,0.9,0.2849,7,full_time,1
89565.58,26,14681.9,594,2.6,0.4392,1,full_time,0
41986.16,33,16398.55,699,5.8,0.5135,3,self_employed,0
48253.58,62,1000.0,683,9.4,0.2408,0,full_time,0
60219.71,45,30047.01,636,0.9,0.2243,3,full_time,0
77579.08,36,13821.69,675,0.3,0.182,2,full_time,0
30052.54,36,19644.98,690,1.6,0.2202,3,full_time,1
33794.07,58,3975.19,630,7.4,0.2889,4,full_time,0
19245.43,34,11232.0,669,0.7,0.1861,2,part_time,1
60653.9,28,9621.47,599,7.0,0.4749,3,full_time,1
37633.88,47,26757.79,850,6.8,0.5217,2,full_time,1
52309.0,65,10313.49,764,8.2,0.3425,2,full_time,1
73227.56,30,21064.64,701,1.9,0.3882,2,full_time,1
47169.15,33,9796.64,773,2.6,0.0387,4,full_time,0
64625.64,42,11379.05,521,4.8,0.2973,5,full_time,1
54013.24,30,13035.6,475,32.2,0.1646,4,part_time,0
73442.29,50,25270.76,648,2.1,0.1897,5,full_time,1
69502.56,33,1000.0,569,4.7,0.4058,2,full_time,0
46161.33,27,4474.69,661,13.7,0.4028,4,full_time,0
56626.96,33,1000.0,696,3.5,0.2707,1,full_time,0
80874.87,62,6299.98,753,3.2,0.3996,2,full_time,0
67867.54,63,8507.2,588,2.0,0.1281,4,full_time,0
32060.76,44,2084.15,711,4.6,0.5304,3,part_time,1
73112.36,39,9126.82,681,1.3,0.4835,7,full_time,0
38307.79,58,1000.0,707,3.2,0.2101,0,full_time,1
88250.26,30,6856.09,638,2.3,0.1951,4,full_time,1
80481.98,50,24603.36,790,7.6,0.3646,1,full_time,0
65797.71,51,18228.7,671,3.6,0.257,4,full_time,1
63144.66,53,16499.74,821,1.6,0.1162,2,full_time,0
55819.35,31,6977.77,616,4.7,0.3131,3,full_time,1
73570.48,53,2711.32,739,3.1,0.118,1,part_time,0
52584.44,48,5886.75,675,1.9,0.2726,3,full_time,1
64711.4,60,14654.32,653,0.5,0.0718,2,full_time,0
77438.69,29,21945.41,730,5.2,0.426,1,part_time,0
48763.87,48,22218.94,656,11.0,0.2617,0,full_time,1
47676.15,58,20044.9,467,0.8,0.327,1,part_time,1
36112.69,34,9099.55,434,2.2,0.5278,3,full_time,1
38710.55,54,15196.4,781,4.6,0.4862,1,full_time,1
23432.09,26,12429.26,778,0.7,0.4111,2,full_time,1
74596.58,53,13390.48,830,0.5,0.0466,0,full_time,0
96178.29,48,31297.02,678,0.2,0.3822,8,full_time,0
88506.58,30,1000.0,576,0.1,0.5709,1,full_time,1
27478.31,24,13122.59,646,0.3,0.1394,1,full_time,1
74497.09,54,24693.99,680,1.6,0.1369,1,full_time,1
88442.13,32,3272.87,599,6.6,0.2754,2,full_time,0
50863.8,43,9850.02,811,6.8,0.1939,5,full_time,1
62028.95,24,10767.69,850,3.3,0.4974,2,part_time,1
19842.14,64,13213.68,718,8.0,0.116,2,self_employed,1
65334.72,46,2232.34,679,3.5,0.1448,3,self_employed,0
38728.81,62,19762.29,576,0.4,0.0483,4,full_time,1
63992.7,29,20330.3,803,2.5,0.2167,5,full_time,0
28775.94,31,19067.0,686,3.7,0.1219,5,self_employed,1
70857.16,48,8037.01,656,2.9,0.1838,4,part_time,0
80490.25,48,15692.09,718,4.8,0.2684,0,full_time,1
44336.4,56,7804.48,633,1.5,0.6269,3,part_time,0
37261.55,62,12339.23,691,6.3,0.3252,1,full_time,0
16879.54,58,32227.74,564,6.0,0.2696,2,part_time,1
54671.73,28,15765.56,766,1.1,0.2881,7,self_employed,1
48368.12,35,5499.79,671,10.3,0.5021,4,self_employed,0
28979.61,62,16442.68,772,2.4,0.4432,2,full_time,1
69060.38,46,4185.63,663,8.6,0.5368,3,full_time,0
51000.59,60,5407.92,669,3.6,0.1788,6,full_time,0
38485.28,46,6671.01,583,0.4,0.2083,3,full_time,1
48908.55,24,11445.52,740,0.8,0.146,1,full_time,1
81426.09,42,22495.75,609,14.2,0.2156,2,full_time,0
72058.74,58,19627.19,641,3.0,0.1954,4,full_time,0
57399.48,50,19183.96,680,6.7,0.3946,1,full_time,0
72382.1,27,6208.6,689,3.7,0.0728,2,self_employed,0
36781.76,31,10669.49,543,1.9,0.2807,2,part_time,1
60647.4,59,17176.01,661,11.5,0.2656,5,full_time,0
62946.45,65,9973.44,743,2.3,0.398,0,full_time,1
50603.27,55,12773.07,649,5.2,0.187,3,full_time,1
68709.17,26,18530.87,662,0.8,0.4502,3,full_time,1
44391.33,49,12209.82,692,1.3,0.2292,3,full_time,1
70196.41,58,16808.48,669,17.0,0.2018,2,part_time,0
71037.18,50,27741.83,597,9.1,0.1872,2,part_time,0
15000.0,48,13625.13,677,16.7,0.1088,3,full_time,1
83806.11,42,24434.7,759,13.8,0.0882,3,self_employed,0
15000.0,32,19474.96,595,6.4,0.4448,0,self_employed,1
47679.02,34,3262.06,650,8.0,0.1227,4,part_time,0
80506.96,54,6182.9,569,11.7,0.0731,3,self_employed,0
53654.27,25,8331.23,755,1.9,0.3052,0,full_time,1
30676.28,25,8161.32,672,1.2,0.3606,3,self_employed,1
38125.26,39,14277.68,611,0.3,0.1391,4,self_employed,1
80538.11,56,19917.15,687,4.5,0.2643,2,full_time,0
21569.91,50,25041.27,583,1.1,0.2671,5,full_time,1
82579.82,47,17465.4,597,3.6,0.5413,4,full_time,0
58897.96,45,11434.56,563,2.4,0.3891,3,full_time,0
36152.09,26,1000.0,594,5.3,0.5747,1,part_time,1
48337.7,36,15564.72,788,0.4,0.1756,5,full_time,1
39655.51,25,15206.16,621,5.5,0.4693,3,part_time,0
77324.5,55,16463.43,717,0.3,0.2718,6,part_time,0
74648.56,55,31849.92,613,1.9,0.3249,5,full_time,0
25616.78,33,24924.77,740,6.0,0.0459,3,full_time,0
51928.16,34,21280.49,597,1.1,0.3303,3,part_time,0
42736.29,35,7303.38,683,9.4,0.1228,3,full_time,0
85870.2,61,10896.04,684,14.7,0.0884,1,self_employed,0
32998.02,43,14241.24,850,1.7,0.0921,0,self_employed,0
92084.58,55,8796.74,730,5.5,0.0979,4,full_time,0
59334.11,41,19003.72,632,0.3,0.3473,5,full_time,1
36761.31,52,17855.27,734,12.0,0.4762,1,part_time,0
46454.52,45,6293.54,850,1.2,0.4829,2,self_employed,1
43967.62,34,24574.53,549,14.6,0.1728,2,full_time,0
34507.63,60,15818.48,612,3.4,0.1848,3,self_employed,1
61896.54,53,1167.43,661,1.1,0.1039,0,full_time,0
35441.69,55,14589.26,646,1.3,0.3586,3,full_time,1
16392.68,63,17249.65,653,13.5,0.2598,3,full_time,0
52406.47,32,22782.34,575,3.4,0.5231,0,part_time,0
23942.88,26,12300.19,792,9.0,0.309,4,self_employed,1
44956.78,47,21623.51,566,4.7,0.1238,2,full_time,1
41817.94,36,16497.14,663,7.5,0.6426,3,full_time,1
42575.68,41,4479.56,763,1.3,0.5079,2,full_time,0
100019.26,32,3678.67,677,3.5,0.4682,3,self_employed,0
61128.23,39,23980.48,601,4.2,0.558,3,part_time,1
64907.42,39,24567.87,572,3.0,0.1008,0,full_time,0
24472.03,37,17583.27,661,3.2,0.4197,3,self_employed,0
46920.74,54,26965.65,619,13.0,0.5452,3,part_time,0
64306.05,48,23452.88,696,11.5,0.2439,5,self_employed,1
39509.42,42,20469.03,567,4.6,0.4067,4,part_time,1
78161.26,26,7709.51,745,0.5,0.1679,3,full_time,0
35946.07,47,28851.43,689,1.1,0.4431,4,self_employed,1
54272.68,29,19290.41,695,4.7,0.5696,4,full_time,1
48278.97,35,11913.29,795,0.5,0.2235,6,self_employed,0
63286.41,40,9653.84,644,1.3,0.1314,0,full_time,1
47190.2,28,17054.27,621,3.1,0.0969,0,part_time,0
54582.13,39,1631.53,636,3.1,0.372,2,full_time,0
55277.4,33,20597.39,664,3.2,0.1281,3,full_time,0
45312.24,59,7371.43,672,0.3,0.321,8,self_employed,0
69701.88,59,17964.86,613,0.9,0.145,6,full_time,0
64767.77,22,10827.04,518,9.5,0.3984,2,full_time,0
58227.72,48,12884.65,635,2.5,0.2839,4,self_employed,0
51390.83,50,8944.72,708,18.7,0.2819,6,full_time,0
75930.88,38,13710.16,690,0.7,0.0391,1,full_time,0
55283.32,42,30115.04,775,5.9,0.2325,2,self_employed,1
53866.05,56,26080.48,836,2.1,0.3844,2,full_time,1
62093.8,38,17835.83,740,2.2,0.2111,4,full_time,1
93931.73,24,14797.65,790,11.6,0.2388,4,part_time,0
33192.88,38,21753.61,741,23.2,0.093,2,part_time,0
75397.14,33,24039.76,816,11.4,0.3625,2,full_time,0
22136.58,38,8361.45,828,15.0,0.2511,3,full_time,0
64345.46,32,14380.49,756,6.0,0.0668,4,full_time,0
91501.66,28,1000.0,736,11.9,0.2549,7,full_time,0
69773.37,65,23984.82,663,0.5,0.3306,5,full_time,1
63412.5,27,31520.19,676,3.8,0.2379,2,self_employed,0
48791.01,53,15640.66,652,3.6,0.2236,4,full_time,1
60620.94,53,1000.0,729,1.5,0.3191,2,full_time,0
54958.74,49,19871.12,622,1.6,0.1783,4,self_employed,0
44280.47,62,7767.29,664,3.9,0.3071,2,full_time,1
54202.49,22,9693.2,491,0.2,0.5275,2,self_employed,1
63967.62,35,20012.61,817,4.8,0.3464,6,self_employed,0
44655.66,30,17036.43,662,0.4,0.1814,1,full_time,0
43874.36,47,11095.13,716,1.2,0.2518,1,full_time,0
32795.13,49,9803.15,796,4.0,0.2393,3,full_time,1
67814.5,61,16006.69,704,1.3,0.3153,2,full_time,0
70906.47,38,11724.28,795,21.6,0.0924,2,full_time,1
64633.21,32,6126.1,580,4.0,0.1397,6,full_time,1
79303.41,62,12339.49,850,4.7,0.2357,3,full_time,0
61757.35,51,17716.74,766,0.1,0.5791,4,part_time,0
67840.22,55,13575.17,696,13.7,0.2052,5,full_time,0
66076.75,41,3691.93,794,3.2,0.5807,9,full_time,1
58169.2,41,22912.52,586,1.2,0.2594,4,full_time,0
49383.56,39,1000.0,656,1.9,0.0845,2,full_time,0
104283.05,54,11429.08,795,9.0,0.3086,2,part_time,0
